1,0.006082,164.42
3,0.010164,295.16
10,0.031575,316.71
31,0.097050,319.42
100,0.339628,294.44
316,1.076661,293.50
1000,3.316726,301.50
3162,10.800645,292.76
10000,35.298438,283.30
31622,109.488995,288.81
100000,349.726578,285.94

